Nom;Code gare;Position Géographique;Localisation;Etat de fonctionnement;hauteur;adressesDNS;dateMiseEnService
ascenseur - quai H/J;270e6cc2-d881-4c1c-aa97-1ad95026576a;45.748474, 4.825733;Voies H et I / Souterrain Rhône;OK;0.0;;2018-03-19T00:00:00
ASC.PMR 1131 Quai 1 Voie C/D;1756f27a-66cc-477b-bc51-4d1a2802b4fa;;Voies C et D direction Paris;OK;;;
Ascenseur - Quai extérieur Voie 1;04eea69a-c989-4534-81c6-088ae2e2efd6;46.80626, 4.98503;Hall / passerelle;OK;0.0;;2021-04-26T00:00:00
ascenseur - quai 2;0fee6b22-48f1-4cac-b04d-8ff06771b738;49.38567, 2.4174783;Voies 2 et 4 / Passerelle;KO;0.0;;2017-01-23T00:00:00
Ascenseur - Côté BV;d9fb986c-f43a-4b79-86e2-f4884a6f2b4e;;Voie 1 / passerelle;OK;0.0;;
ASC.PMR 4511 Voie 2;09df9e2b-3a20-422e-aacd-1c8c9f87d3d0;;Voie 2 / hall;OK;;;
ascenseur - quai voie F G;23fa0284-8093-4f64-af15-5ed51248821c;49.176823, -0.3480207;Voies F et G / souterrain;OK;0.0;;2013-01-01T00:00:00
ASC.PMR 3571 Quai C/D;c1ad848f-e403-45b2-bf8d-3948ff48c58a;;Voies C et D / passerelle;OK;;;
ascenseur - Quai 1;4149db2b-35ae-438c-813e-3904e03bf5b0;49.938564, 4.642799;Voie 1 / Souterrain;OK;0.0;;2013-02-01T00:00:00
ASC.PMR 3564 BV;c304b658-15f8-4a48-b49c-2323b2e13cb2;;Hall / souterrain;OK;;;
Ascenseur - BV (côté rue);1c697adc-b060-4f3c-b953-26c2c5178c1e;43.66891, 7.210909;niveau batiment voyageur / Avenue Edouard Grinda;OK;0.0;;
ascenseur - Quai 2;827a7302-bb84-4a08-871d-3c18804cc9f2;45.47255, 4.5175962;Voie B / Souterrain;OK;0.0;;2013-07-01T00:00:00
Ascenseur - quai voies 1/3;15f02d41-47ac-40e8-9a96-3ae13dd12fef;;Voie 2 / souterrain;OK;0.0;;2017-05-03T00:00:00
ASC.PMR 3082 Quai 2 VOIE 2/4;7619e979-09ea-4176-a2da-4221bf92ec45;;Voies 2 et 4 / souterrain;OK;;;
Ascenseur - Quai voie VE;28efb063-7370-422c-8a6c-b9def7a8be8c;43.52318, 5.444425;Voie 2 / passerelle haute;OK;0.0;;2008-12-01T00:00:00
ascenseur - quai 1;c359f972-d3ea-4b8f-90b5-a1809932fb7f;;Voies A et B / Passerelle;OK;0.0;;2019-12-17T00:00:00
ASC.PMR 3573 Quai G/H;c1ad848f-e403-45b2-bf8d-3948ff48c58a;;Voies G et H / passerelle;OK;;;
Ascenseur - voie 1 n°10981806;5cffcb20-f00d-4efe-9048-b4718c9bb87c;;Voie 1 / souterrain;OK;0.0;;2018-01-01T00:00:00
ASC.PMR 3002 Voie C;b9f83c6f-88e3-4fbc-ad61-1b9ccea861b9;;Voies A et B;OK;;;
Ascenseur - Voie 2;1c697adc-b060-4f3c-b953-26c2c5178c1e;43.668697, 7.210705;Voie 2 / passerelle;OK;0.0;;2022-08-01T00:00:00
Ascenseur - Hall 1 côté Galerie;876acd6d-c67b-47fd-95ee-f2b13b33508e;;HALL 1;INCONNU;0.0;;2023-09-01T00:00:00
Ascenseur - Quai A;9cbfd9b8-d8ae-4597-adc2-d0bb1e74421a;;Voie A / Souterrain;OK;0.0;;2018-10-17T00:00:00
Ascenseur - voie 6 opposé BV;be42ead8-7fa0-46c6-baae-98433460602e;;Sortie - Parking / Passerelle;KO;0.0;;2019-09-28T00:00:00
Ascenseur - Asc 25 - Asc de secours Eurostar Channel;70835097-e1ff-4138-86e1-4758ed173ed6;;Hall 1 / Hall 2 (terminal Trans Manche);INCONNU;0.0;;2015-01-01T00:00:00
ascenseur - quai voie 1A;30c29ea8-dd83-4b34-a248-01cbea27ffdd;49.07064, -0.07345528;Voies 1 et A / Passerelle;OK;0.0;;2015-10-01T00:00:00
ASC.PMR 5208 Quai Voie 2;6bba9204-9e75-49de-9047-384679518dca;;Quai Voie 2;OK;;;
Ascenseur - Quai Voie 2 (BV) / N°1287158;fbb5a4a5-4f28-4f6c-bb86-b73efbcb4d72;;Voie 1 / souterrain;OK;0.0;;2012-01-01T00:00:00
ASC.PMR 4045 Quai 1;c29572b2-db7e-44db-872d-6b4c8d0a3f5d;;Voie 1 / hall;OK;;;
ASC.PMR 3562 Voie B/C;c304b658-15f8-4a48-b49c-2323b2e13cb2;;Voies B et C / souterrain;OK;;;
ASC.PMR 4617 Quai 2;f2a8095f-704e-45c5-bc4f-04fb12eaceaf;;Quai 2;OK;;;
ascenseur - quai BV;4b9d4f6e-fff0-4386-8e20-93feb94ace12;;batiment voyageurs / passerelle;OK;0.0;;2017-11-16T00:00:00
ascenseur - Quai 1;8124fc69-cfb2-4661-8796-2a8420819425;;Voie 2 et voie 4 / passerelle;OK;0.0;;2019-12-06T00:00:00
Ascenseur - quai 1 voie 1;6f600345-4165-452b-8412-f91564f39b49;44.298542, 0.3352093;Voie 1 / passerelle;OK;0.0;;2015-03-03T00:00:00
Ascenseur - ville;89dd3850-a715-48a0-af21-b71c8689acc8;;voie A coté BV / passerelle;INCONNU;0.0;;2023-05-22T00:00:00
ASC.PMR 5008 Voie 2;3f519c5f-4abc-4672-842f-c6e5fb7542e8;;Voie 2 / mezzanine;OK;;;
ascenseur - Passerelle/Parking;74650495-7e7f-43ac-abaa-cbd79a257a0d;46.56202, 3.33927;Parking / Passerelle;OK;0.0;;2011-09-01T00:00:00
ascenseur - de la passerelle au quai 1;c59dec99-e5d8-4949-82b6-250d7960dc15;49.889843, 2.3108592;Voie 1 / passerelle;OK;0.0;;2012-10-01T00:00:00
ascenseur - Quai 2;4b200ab1-c779-411c-87e4-a7e60ceab30c;;Voies C et D / Souterrain;KO;0.0;;2007-01-01T00:00:00
Ascenseur - quai voie 2 coté centre ville direction Saintes;b6d65df1-ac3f-4af9-b775-f4898ec97ea4;;Voie 2 / passerelle;OK;0.0;;2020-09-01T00:00:00
ASC.PMR 2293 Quai 2;5c44c974-497f-4ee1-be72-5069194d7e9f;;Quai 2;OK;;;
ascenseur - VOIE 2;f58d32fd-e9d3-466f-8de9-5b320bd1dd43;43.122345, 5.825482;Voie 2 / passerelle;OK;0.0;;2010-10-01T00:00:00
ascenseur - quai 3 voie 3/5;a9d553c1-b2c2-446e-a1fe-08a1d8538909;;Voies 3 et 5 / passerelle;OK;0.0;;2019-04-01T00:00:00
Ascenseur - Voie 1 / souterrain Sud;1256d5fe-bbc3-416b-9bf5-184b0b84b2a3;;Voie 1 / Souterrain Sud;KO;0.0;;2025-02-01T00:00:00
Ascenseur - Quai 1 BV;94b8f48d-8ec8-45e0-b187-fb6085fe2fe4;;Hall, voie 1bis / Passerelle;KO;0.0;;2024-12-15T00:00:00
Ascenseur - Quai 1;9da4bd09-0909-4ba0-ac33-984cde420133;;Voie 1 / passerelle;OK;0.0;;2022-07-01T00:00:00
Ascenseur - Hall/Souterrain;067bb2b6-1c35-4634-87c4-f822f206e902;47.586266, 1.3234797;Hall / Souterrain;OK;0.0;;2022-06-07T00:00:00
Ascenseur - Voie 1/Souterrain;80f0b18a-7e1d-43b8-a257-7090c43c66f8;48.605312, 1.6820772;Voie 1 / Souterrain;OK;0.0;;2013-01-01T00:00:00
ASC.PMR 2256 Voie 2 BV;0ac27581-65b6-41e4-ab47-11eb5972118e;;Hall / quai 2;OK;;;
ASC.PMR 4519 Quai A;5f66f158-a879-4187-8f9a-268a4f11c846;;Voie 2 / salle d'échange;OK;;;
ASC.PMR 3103 ACCES ROBESPIERRE;03f70726-c3a1-4f1b-a829-10da37eb4c7f;;Accès Robespierre / hall;OK;;;
Ascenseur - quai 3 n°10928128;a121239c-108a-4bfa-8254-069b73dbe619;;Voies D et E / passerelle;OK;0.0;;2017-01-01T00:00:00
ASC.PMR 4506 Quai AB;b86ef9b5-cf80-4bfc-a95a-e7c4e74430cf;;Quai A et B / hall;KO;;;
Ascenseur - AS6 - Niveau 0 - Mezzanine - Voies 42/44;70835097-e1ff-4138-86e1-4758ed173ed6;;Hall 3B - Niv0 - Voies 30 à 36 / Hall 4 - Niv-3 -Voies 42 et 44 / Niv-2 / Niv-1;OK;0.0;;2021-07-29T00:00:00
Ascenseurs - Voie 1 (BV);a0b077c8-0969-4f54-ad36-04460d07d6a3;;Passerelle / Voie 1;OK;0.0;;2024-04-02T00:00:00
Ascenseur - voie KL Pompidou;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;45.76056, 4.8607297;Voies K et L / Hall 2;OK;0.0;;2022-11-09T00:00:00
Ascenseur - Quai Voies 1/C (1244483);c2b70eb9-3a27-4cd8-953c-8ed3fa307b23;43.941486, 4.8055305;Voies 1 et C / souterrain;OK;0.0;;2023-06-01T00:00:00
ascenseur - quai n°2;2e3dd819-924d-426f-82dc-d03d12c85041;;voie 2 / passerelle;OK;0.0;;2022-06-13T00:00:00
ASC.PMR 2277 Voie 2;fa63b3da-03ec-452a-98a7-96997d051f86;;Voie 2 / souterrain;OK;;;
ASC.PMR 5044 Accés Gare Routière;e99780a3-3666-432a-8c44-9cc2b59fd769;;Accès gare routière / passerelle;OK;;;
Ascenseur - Hall BV;77325eb6-4cdf-42ac-9707-c9f7e78fd9b5;47.75486, -3.3667548;Hall sud / mezzanine salle d'attente (passerelle);OK;0.0;;2017-05-17T00:00:00
ASC.PMR 2025 Quai C Voie 4/5;b75eb83a-5311-4588-aed6-72de16308e96;;Voies 4 et 5 / souterrain;OK;;;
ASC.PMR 2267 P;c15cbd3a-192d-49a6-b147-2d3f0c850535;;RER D / passerelle / souterrain;OK;;;
ascenseur - quai 2 voie A;92363396-9532-4930-8657-6d4a24019343;50.378807, 2.3399117;Voies A et B / souterrain;OK;0.0;;2005-07-01T00:00:00
ascenseur - quai 2;b6e18100-d3f6-4702-b661-031af45630e5;45.152256, 1.5288842;Voie B / souterrain;OK;0.0;;2013-11-17T00:00:00
ascenseur - Lounge 1;70835097-e1ff-4138-86e1-4758ed173ed6;;Lounge 1;INCONNU;0.0;;2017-01-01T00:00:00
ascenseur - Quai;597f884b-e6e1-4c91-91da-590b9c7cade0;49.361336, 4.17454;Voies 1 et 2 / souterrain;OK;0.0;;2008-01-04T00:00:00
ASC.PMR 5056 Voie 1 / 1B;74fe3ead-67da-41d3-917f-fc1d9435d398;;Voie 1 et 1B;OK;;;
ASC.PMR 5203 Quai 4;2b28ab26-4e11-4a85-a54f-01a072afd3b2;;Quai 4;OK;;;
ascenseur - Quai 1;ca5b1af3-895a-44aa-a666-7922883e2428;45.98438, 4.7209187;Voie 2 et Hall / Souterrain;OK;0.0;;2013-11-10T00:00:00
Ascenseur - Hall côté Sud;ded1a773-b7d6-4c70-b9e9-f154e65be849;;Toilettes / Hall / Terrasse zen;OK;0.0;;1993-01-01T00:00:00
ASC.PMR 1054 Voie C/D;bdbf7164-f55b-4243-bd37-a6c2bef2c626;;Voies C et D / souterrain;KO;;;
ASC.PMR 4198 Quai 1;d2be30eb-ca80-4f40-8696-71a19d075813;;Quai 1 / souterrain;OK;;;
ASC.PMR 1010 ASA2;b1fb9e27-f0db-46bf-a753-dd21a7e306e3;;Niveau Supérieur / passerelle Intermédiaire pôle Saint Denis;OK;;;
Ascenseur - 20099813 Voie 2 et A;12ba42ee-529a-4949-8b93-7a88e856d3ba;;Voies 2 et A / souterrain;OK;0.0;;2023-07-27T00:00:00
ascenseur - quai 3;8431d7a5-f85f-458f-9ea1-3ea457aea73e;49.571022, 3.62465;Voies 7, 9, 11 et 13 / Passerelle;KO;0.0;;2012-10-11T00:00:00
ascenseur - Quai n°2;5d5ece4d-8cc9-4877-b797-76707642504c;43.128468, 5.9300065;Voies B et C / souterrain;OK;0.0;;2014-06-27T00:00:00
Ascenseur - Hall Départ / Quai 1/ Parking;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622;49.10964, 6.177623;Hall Départ / Quai 1 / Parking;OK;0.0;;2024-07-12T00:00:00
ascenseur - Quai 1 Hall arrivée;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622;49.108936, 6.1760993;Hall arrivée / voie 1 / parking la Fayette;INCONNU;0.0;;2004-01-01T00:00:00
Ascenseur - quai 2 central;3abe04af-a5e1-464a-a935-e3dc6190cc35;;Quai 2 central / passerelle;OK;0.0;;2019-03-08T00:00:00
ASC.PMR 4510 Quai B;c0a52a98-2e8c-4406-90b3-238e829c203d;;Voie 1 / hall;OK;;;
ASC.PMR 4507 Quai CD;b86ef9b5-cf80-4bfc-a95a-e7c4e74430cf;;Quai C et D / hall;KO;;;
ascenseur - Asc UO;dbcc38ea-df8d-49f0-9e13-25648c35a1a8;49.258896, 4.024336;/  /  /  /  /  /  /  /  /  /  /  /;INCONNU;0.0;;
ascenseur - VOIE E;a2b5c07f-260e-4fe1-b858-659549b9bb9f;47.274746, 5.994831;Voie E / Passerelle;OK;0.0;;2013-10-01T00:00:00
ASC.PMR 3035 Quai A;847c7c15-4bb0-47e8-960d-215dd730a4fc;;Quai A / souterrain;OK;;;
ascenseur - Grand Comptoir;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622;;/  /  /  /  /  /  /  /  /  /  /  /;INCONNU;0.0;;1974-01-01T00:00:00
ASC.PMR 2037 Quai 1;c7a3fb6c-9120-41fb-a27f-e79774de6f59;;Quai 1;OK;;;
ASC.PMR 5032 Sortie BV;2911d701-386d-4bb6-beb6-248f88bf5982;;Hall / souterrain;OK;;;
ascenseur - Voie Ouest;be8b0fdc-7290-4218-bfa7-1b65897df59f;45.74503, 4.841583;Voies A et B Ouest / Entrée-Sortie sur rue;OK;0.0;;2010-02-10T00:00:00
ascenseur - Quai 2;7bb284a4-14cc-48c2-a4ac-b0a5c7cfcf81;49.811718, 4.742802;Voie 1 / passerelle;OK;0.0;;2010-06-01T00:00:00
Ascenseur - Voie 3 / Passerelle;96fce37e-5aef-45a5-9d32-0923ee3ed271;;Passerelle / Voie 3;INCONNU;0.0;;2024-12-01T00:00:00
Ascenseur - Voie 2/Passerelle;8ba6b5a3-3c29-4c92-8fd0-a806f3dd7fc5;;Voies 2 et 4 / Passerelle;OK;0.0;;2017-08-01T00:00:00
ASC.PMR 1034 PARKING;24d8118e-6bbd-476e-af19-b8d7447f6ba2;;Parking / souterrain;OK;;;
ascenseur - Dalle Sud;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Parvis Sud / hall arrivée;OK;0.0;;2018-09-26T00:00:00
ascenseur - Quai 2;246ad392-8a39-4d40-99ab-0381cf2b28a0;;Voie 2 / Passerelle;OK;0.0;;2018-12-06T00:00:00
ASC.PMR 4572 Voie 2;c2dbe82c-97eb-4f06-8111-1e8447e44fff;;Voie 2;OK;;;
ascenseur - quai 1;361da125-f039-4f1d-a679-7d5bd97c0d64;;Voie 1, Parvis et Hall / Souterrain;OK;0.0;;2019-10-16T00:00:00
Ascenseur - Voie 2/Souterrain;4cbfb441-f6f1-433e-ae6b-d5c7a7de7639;;Voie 2 / souterrain;OK;0.0;;2020-12-14T00:00:00
ascenseur - Quai 5 sout Sud;1256d5fe-bbc3-416b-9bf5-184b0b84b2a3;;Voies 8 et 9 / Souterrain Sud;OK;0.0;;1992-01-01T00:00:00
ascenseur - Quai rive droite - voie J;270e6cc2-d881-4c1c-aa97-1ad95026576a;45.748238, 4.823307;Voie J / Souterrain J et K;OK;0.0;;1998-05-01T00:00:00
ASC.PMR 3577 Quai Mantes Voie A;29ab1243-1e7b-4994-a15a-f516ee5062e7;;Voie A direction Mantes;OK;;;
Ascenseur - Quai 2;1545ea84-510c-46b3-947d-ecb5f9c2ccf9;47.841835, -0.34228727;Voies 2 et A / Souterrain;OK;0.0;;2012-01-01T00:00:00
ascenseur - Quai F gd souterrain ( voies 10/11);77474ee2-1c30-4740-a579-b52c2bc74d89;47.216698, -1.5415272;Voies 10 et 11 / souterrain;OK;0.0;;2008-01-02T00:00:00
ascenseur - quai 2;1d6450fd-c930-4411-8e00-57486b29f6fe;47.510853, 6.8015294;Voie 5 / Souterrain;OK;0.0;;2016-03-01T00:00:00
ASC.PMR 4213 ASC.3 Voie 1/3;1b5976cd-d539-4dd9-9ebf-80735cb42e25;;Voies 1 et 3;OK;;;
Ascenseur - quai 1 voie 1 n°1523875;56c602f0-7b97-4c5c-b7ca-4af9c2ba961a;;Voie 1 / souterrain;OK;0.0;;2018-01-25T00:00:00
ascenseur - Quai 1;2ae1d321-be19-43b3-81ff-6162d37c0401;;Voie 2 et Hall / Souterrain;OK;0.0;;2011-01-27T00:00:00
ascenseur - quai 1;5452555e-c666-4734-a5af-960c4a396291;48.773617, 5.167101;Hall / Souterrain;OK;0.0;;2008-01-01T00:00:00
ASC.PMR 3593 Voie A/B;21488352-a014-4019-bb26-2160f86d1478;;Voies A et B;OK;;;
Ascenseur - Voie 2;74da957b-a00d-4130-ba47-3b2b485384ca;;;INCONNU;0.0;;2024-12-01T00:00:00
ASC.PMR 1137 Quai 1;154162dd-2e0a-42b4-bf3d-93071944f050;;Voie A et B;OK;;;
Ascenseur - quai 3;fdcc99ce-fafb-484b-be54-898d1d555a8a;44.298542, 0.3352093;Voie C et voie D / passerelle;OK;0.0;;2021-11-30T00:00:00
ASC.PMR 5101 ASC1;a794fc83-1bbc-4efd-877f-d2e93749d1e2;;Quai;KO;;;
ascenseur - Quai 1 Voie 2;06b1bff6-cc6e-4432-abff-ca90675dc33d;48.765438, 7.851635;Voie A / Souterrain;OK;0.0;;2013-10-01T00:00:00
Ascenseur - Quai TGV Voie 3;e01debd3-2d9b-4cff-bb34-7ac5dd96ec7d;44.991505, 4.9785237;Voies 3 et 5 / Hall (+1);OK;0.0;;2001-01-01T00:00:00
Ascenseur - Quai A;8ea7ad73-7e01-47b8-9f13-904237194ac6;;Voie A / Souterrain;OK;0.0;;2023-03-20T00:00:00
ascenseur - quai 2;8431d7a5-f85f-458f-9ea1-3ea457aea73e;49.570732, 3.6246204;Voies 1, 3 et 5 / Passerelle;OK;0.0;;2012-10-11T00:00:00
ascenseur - quai 1;8431d7a5-f85f-458f-9ea1-3ea457aea73e;49.570892, 3.6246367;Voie 2 / Passerelle;OK;0.0;;2012-10-11T00:00:00
Ascenseur - 1244460 - Quai central;458dc9e9-fee6-439c-98dd-64f0c7b7a00b;43.585346, 7.119101;Voie 2 / souterrain;OK;0.0;;2010-01-01T00:00:00
Ascenseur - quai 3;b433b5a8-ab56-4282-b45b-f6f2b4754e61;;Voies D / Souterrain;OK;0.0;;2012-01-01T00:00:00
ascenseur - Quai E;77474ee2-1c30-4740-a579-b52c2bc74d89;;Voies 8 et 9 / mezzanine;OK;0.0;;2020-11-01T00:00:00
ascenseur - Quai 3 Voies F-G;bea9db29-d98f-453e-a48b-9e3c8fc05f01;50.42637, 2.8282177;Voies F et G / souterrain;OK;0.0;;2015-09-29T00:00:00
Ascenseur - ASC 2 (3581) -Panoramique clients coté Havre;9525725e-3b2c-4d63-9fa9-236a4ae26fee;48.876167, 2.3260562;Hall niveau Quais / Sortie Parvis Cour du Havre / Niveau métro -1 / Niveau Parking -2 / Niveau Parking -3;OK;0.0;;2012-01-02T00:00:00
Ascenseur - 11 Sortie Londres EPMR;9525725e-3b2c-4d63-9fa9-236a4ae26fee;48.881626, 2.321437;Sortie rue de Londres / Voie 27;OK;0.0;;2018-09-12T00:00:00
ASC.PMR 1057 Quai 2 Voie B;a950ffb4-d0e3-4723-87e3-e9da029491e5;;Voie B / souterrain;OK;;;
ascenseur - quai 1;a8d6187b-1b1d-46c3-856d-dd4aeb63345e;49.014267, 6.394932;Voie A / passerelle;KO;0.0;;2013-09-01T00:00:00
Ascenseur - Quai 2;dd738eff-6705-4a38-aa3e-4b61045b8d78;;Voies B et C / souterrain;OK;0.0;;2021-07-21T00:00:00
Ascenseur - quai B;4f1cee77-067d-44bd-9334-64ef73ec0deb;;Voie 3 / Passerelle;OK;0.0;;2020-06-19T00:00:00
Ascenseur - quai 1;9ac98b55-a39e-47fd-811d-88ade05784f6;;Voie 1 / Souterrain;OK;0.0;;2022-09-27T00:00:00
Ascenseur - Quai voie 1 côté BV;61cf9d9c-ef65-47c2-8bfd-59b79b96bee1;;Voie 1 BV / passerelle;OK;0.0;;2022-02-22T00:00:00
Ascenseur - Hall 2 Charles Domercq;72a31fc3-3b7f-4e0d-823f-ce3a878505de;44.825546, -0.5563108;Hall 2 niveau parvis / Hall 2 niveau souterrain;OK;0.0;;2010-01-01T00:00:00
ASC.PMR 3096 Voie 1;9c1bd6ee-ec59-474b-8205-68814e1718ee;;Voie 1;OK;;;
Ascenseur - Quai voie 2;26c3d8dd-edc2-4fa1-8114-af2c0c762105;;Voie 2 / passerelle;OK;0.0;;2021-01-13T00:00:00
Ascenseur - quai central;a38afc26-e5f2-4d41-a142-af2c5b0f4020;;Quai central / souterrain;KO;0.0;;2015-04-01T00:00:00
ascenseur - Quai C;77474ee2-1c30-4740-a579-b52c2bc74d89;;Voies 4 et 5 / mezzanine;OK;0.0;;2020-11-01T00:00:00
ascenseur - quai 2;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622;49.108788, 6.1763515;Voies 2 et 3 / Souterrain;OK;0.0;;2008-01-01T00:00:00
ASC.PMR 2030 Q.CENTRAL;3fc9595c-21d8-41d9-a5e9-9abe924eeb49;;Voie 1;OK;;;
Ascenseur - Quai 6 Nord Voies 10/11;876acd6d-c67b-47fd-95ee-f2b13b33508e;43.612057, 1.4545735;Quai 6 Nord;OK;0.0;;2011-12-01T00:00:00
Ascenseur - Hall 3 - N°16;abb69b50-0b86-49ef-8fc5-c1116b5514a2;50.639576, 3.0753534;Sortie Boulevard de Turin / Hall 3;OK;0.0;;1994-01-01T00:00:00
Ascenseur - GB Hall Pompidou;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;45.76056, 4.8607297;Accès train / Billeterie;OK;0.0;;2024-06-20T00:00:00
Ascenseur - Quai Voie A / N° mainteneur : SI381;d49122be-6e98-46c9-bf14-4451d9ac545f;43.33929, 5.390919;Passerelle côté Marseille / quai direction Aix;OK;0.0;;2021-09-29T00:00:00
ascenseur - quai 2;dcb849a2-09bd-41d7-8078-847e85c01e12;49.65938, 3.2969327;Voies 10 et 12 / Souterrain;OK;0.0;;2014-05-06T00:00:00
Ascenseur - quai 2;7d1dd8b6-1754-4e54-ac4c-71072dd1d780;46.11324, -0.762284;Voie 2 / souterrain;OK;0.0;;2009-04-20T00:00:00
ASC.PMR 4046 Quai 2;c29572b2-db7e-44db-872d-6b4c8d0a3f5d;;Voie 2;OK;;;
Ascenseur - Quai voie 1 direction St Brieuc côté BV;8cf9028a-0ca6-4e40-8111-274c54da8ecd;48.139145, -1.9493167;Voie 1 / Souterrain;OK;0.0;;2014-01-01T00:00:00
Ascenseur - VOIE D;4df64681-0114-41d6-abf9-a0bfc73cba94;45.322155, 5.5815635;Voies B et C / souterrain;INCONNU;0.0;;2010-01-01T00:00:00
Ascenseur - quai 1;37479a4c-decc-4ae5-a5e1-f3e2524244cd;45.27813, 6.35396;Souterrain / Voie A;OK;0.0;;2022-05-17T00:00:00
ascenseur - quai 2 (quai central voie V1A/V2B);44a4f141-4a06-4f62-b8d1-364cd958905e;49.63133, 1.539398;Voie 1 / Souterrain;OK;0.0;;2017-03-01T00:00:00
ASC.PMR 3529 Voie 2 voie B;ab52bb21-c96b-45fd-ac8c-f7350943f9da;;Quai 2 direction Paris;OK;;;
ASC.PMR 2006 Quai 2;4299048d-238a-4bbc-be7f-8911cfc52427;;Voies 1 et 2B;OK;;;
ASC.PMR 2022 BV.Voie 2 (Accès rue);75278f22-627f-4102-8a70-13691b1b8e63;;Hall  / accès rue / souterrain;OK;;;
ascenseur - quai 1 (BV);44a4f141-4a06-4f62-b8d1-364cd958905e;49.63134, 1.5392907;Voie 2 / souterrain;OK;0.0;;2017-03-01T00:00:00
ASC.PMR 2061 V2;47809210-2040-4906-b46e-42fd9d3cd20a;;Voie 2 / hall;OK;;;
ASC.PMR 2018 Quai 1;9af0196e-de76-4609-9972-aeb7457a42c0;;Voie 1B / souterrain;OK;;;
ascenseur - Voies CD;d47727ab-a07f-4835-a53f-6961a9123387;45.83629, 1.2673523;Voies C et D / hall;OK;0.0;;2014-01-22T00:00:00
ASC.PMR 3003 Voie D/E;b9f83c6f-88e3-4fbc-ad61-1b9ccea861b9;;Voie C;OK;;;
ascenseur - quai 1;2d877e37-0fc7-4376-ab42-61ec67800963;;Voies A et B / souterrain;KO;0.0;;2007-01-01T00:00:00
ASC.PMR 4024 Voie V.1B V.1;8ea049ab-b432-423d-a171-edf75fe75f28;;Voies 1B et 1;OK;;;
ascenseur - quai 2;b9a7eff9-18d9-4fe2-a83f-1111e229bd19;49.189594, 6.901124;Voie 2 / souterrain;OK;0.0;;2008-01-01T00:00:00
Ascenseur - AS7 - Mezzanine Nord – voies 41/43;70835097-e1ff-4138-86e1-4758ed173ed6;48.88226, 2.357617;Hall 4 - Niv-2 - Mezzanine banlieue / Hall 4 - Niv-3 - Voies 41 et 43 / Niv-2 / Niv-1;OK;0.0;;
Ascenseur - Quai 2;5da1f615-d6f9-4d1d-89dd-400d7d77e2cf;47.892376, 0.026167313;Voie 2 / souterrain;OK;0.0;;2016-05-10T00:00:00
Ascenseur - Hall (20068889);c2b70eb9-3a27-4cd8-953c-8ed3fa307b23;47.387154, 4.805533;Hall / souterrain;OK;0.0;;2021-04-01T00:00:00
ascenseur - Quai central voie 2-3;ea12f311-ff7f-4f9a-a259-32d1b5992ccc;;Voies 2 et 3 / souterrain;OK;0.0;;2019-07-11T00:00:00
ascenseur - quai 1;750eb197-3f74-44e3-aed1-aaec16721c55;45.88995, 3.1206267;Voie A / Souterrain;OK;0.0;;2008-06-15T00:00:00
ascenseur - quai 1 BV;3abe04af-a5e1-464a-a935-e3dc6190cc35;;Hall / passerelle;KO;0.0;;2019-03-08T00:00:00
Ascenseur - quai 4;b433b5a8-ab56-4282-b45b-f6f2b4754e61;48.260033, 7.4420176;Voies E et F / souterrain;OK;0.0;;2012-01-01T00:00:00
Ascenseur - Quai 3 Nord Voies 4/5;876acd6d-c67b-47fd-95ee-f2b13b33508e;;Voies 4-5;INCONNU;0.0;;2023-09-01T00:00:00
ascenseur - quai E;66c74bc9-9f00-4033-b2e8-849bc54c8363;;Voie E / Passerelle;KO;0.0;;2019-12-02T00:00:00
ASC.PMR 1029 Quai 2;c93c403b-1b15-4915-8aea-58759ea23609;;Voies D et E / souterrain;OK;;;
Ascenseur - Voie 1 (côté BV);1c697adc-b060-4f3c-b953-26c2c5178c1e;43.668537, 7.210686;Voie 1 / passerelle;OK;0.0;;2022-08-01T00:00:00
ascenseur - Accès voie A;f8b3caf8-418e-4f53-820e-9ec46526dcef;45.44698, 4.385411;Voie A / Rue Montgolfier;OK;0.0;;2003-01-01T00:00:00
ASC.PMR 2007 Quai 3;4299048d-238a-4bbc-be7f-8911cfc52427;;Voie 1B;OK;;;
Ascenseur - Voie C (Côté BV) / Passerelle;0f839ad5-dac6-4db2-b445-0712bb8fbe95;;Passerelle / Voie 1 (Côté BV);OK;0.0;;2024-10-18T00:00:00
Ascenseur - Quai voie 1 direction St Brieuc;5c146efe-194c-4919-845b-40118158e6be;48.123154, -1.8197011;Voie 1 / passerelle;OK;0.0;;2012-09-01T00:00:00
ascenseur - quai TER;04bf58e5-da34-46ad-b55c-5fbe3986278b;49.21441, 3.9947634;Voie 7 et 9 / Passerelle;OK;0.0;;2007-01-01T00:00:00
Ascenseur - Quai voie 1;a7fa4b39-18f7-47fa-8ec8-fad4f20d09d6;;Voie 1 / passerelle;KO;0.0;;2024-04-16T00:00:00
